ID,Label (description),Category,EcoSIM Other Names,EcoSIM Variable Name,File Name,Definition,Comment,Related Synonyms,Exact Synonyms,Type,DbXrefs,has_units,qualifiers,attributes,measured_ins,measurement_ofs,contexts,value_types,Parents,Group Curated?,Definition Curated?,Definition Source,Comment from Ulas,Comment from Joan,Comment from John-Marc,Comment from Jinyun,Comment from Harry,Comment from Chris
BERVO:0000048,Equilibrium constant for Fe(OH)2(+)=FeOH(2+)+OH(-),Constants for specific chemical reactions,,DPFE2,SoluteParMod.txt,"The equilibrium constant for the stepwise dissociation of iron(III) dihydroxide complex ions to form monohydroxide complexes and hydroxide ions. This reaction is part of the iron hydrolysis series that governs iron speciation in soils and waters and controls iron precipitation, phosphorus binding, and biogeochemical processes in environmental systems.",,,,Class,,mol m^-3,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000049,Equilibrium constant for Fe(OH)3(aq)=Fe(OH)2(+)+OH(-),Constants for specific chemical reactions,,DPFE3,SoluteParMod.txt,"The equilibrium constant for the dissociation of dissolved iron(III) trihydroxide to form dihydroxide complex ions and hydroxide ions. This reaction controls the formation of intermediate iron species during iron oxide precipitation and affects iron transport, phosphorus adsorption, and trace metal interactions in soil and water systems.",,,,Class,,mol m^-3,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000050,Equilibrium constant for Fe(OH)4(-)=Fe(OH)3(aq)+OH(-),Constants for specific chemical reactions,,DPFE4,SoluteParMod.txt,The equilibrium constant for the dissociation of iron(III) tetrahydroxide complex ions to form trihydroxide species and hydroxide ions. This reaction occurs at high pH values and controls iron speciation in alkaline soils and waters where iron forms anionic complexes that affect iron solubility and interactions with other elements.,,,,Class,,mol m^-^3,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000051,Equilibrium constant for Fe(SO4)(+)=Fe(3+)+SO4(2-),Constants for specific chemical reactions,,DPFES,SoluteParMod.txt,"The equilibrium constant for the dissociation of iron(III) sulfate complex ions to form free ferric iron and sulfate ions in aqueous solution. This reaction controls iron and sulfate availability in acidic, sulfate-rich environments and is important for modeling iron cycling and sulfur biogeochemistry in mine-affected and acid-impacted ecosystems.",,,,Class,,mol m^-3,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000052,Equilibrium constant for Ca(OH)(-)=Ca(2+)+OH(-),Constants for specific chemical reactions,,DPCAO,SoluteParMod.txt,The equilibrium constant for the dissociation of calcium hydroxide complex ions to form free calcium and hydroxide ions in aqueous solution. This reaction controls calcium speciation in alkaline soils and waters and affects calcium availability for plant nutrition and soil pH buffering in calcareous and lime-amended terrestrial systems.,,,,Class,,mol m^-3,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000053,Equilibrium constant for CaCO3(aq)=Ca(2+)+CO3(2-),Constants for specific chemical reactions,,DPCAC,SoluteParMod.txt,"The equilibrium constant for the dissociation of dissolved calcium carbonate complexes to form free calcium and carbonate ions in aqueous solution. This reaction controls calcium and carbonate availability in calcareous systems and is fundamental for modeling carbonate chemistry, pH buffering, and calcium cycling in limestone-derived soils and alkaline waters.",,,,Class,,mol m^-3,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000054,Equilibrium constant for CaHCO3(+)=Ca(2+)+HCO3(-),Constants for specific chemical reactions,,DPCAH,SoluteParMod.txt,The equilibrium constant for the dissociation of calcium bicarbonate complex ions to form free calcium and bicarbonate ions in aqueous solution. This reaction controls calcium and inorganic carbon speciation in carbonate-buffered systems and is essential for modeling calcium availability and carbon cycling in calcareous soils and alkaline waters.,,,,Class,,mol m^-3,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000055,Equilibrium constant for CaSO4=Ca(2+)+SO4(2-),Constants for specific chemical reactions,,DPCAS,SoluteParMod.txt,"The equilibrium constant for the dissociation of dissolved calcium sulfate complexes to form free calcium and sulfate ions in aqueous solution. This reaction controls calcium and sulfate availability in gypsum-containing soils and affects soil salinity, calcium nutrition, and sulfur cycling in arid and semi-arid terrestrial ecosystems.",,,,Class,,mol m^-3,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000056,Equilibrium constant for MgOH(+)=Mg(2+)+OH(-),Constants for specific chemical reactions,,DPMGO,SoluteParMod.txt,The equilibrium constant for the dissociation of magnesium hydroxide complex ions to form free magnesium and hydroxide ions in aqueous solution. This reaction controls magnesium speciation in alkaline conditions and affects magnesium availability for plant nutrition and enzymatic processes in terrestrial and aquatic ecosystems.,,,,Class,,mol m^-3,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000057,Equilibrium constant for MgCO3=Mg(2+)+CO3(2-),Constants for specific chemical reactions,,DPMGC,SoluteParMod.txt,The equilibrium constant for the dissociation of dissolved magnesium carbonate complexes to form free magnesium and carbonate ions in aqueous solution. This reaction controls magnesium and carbonate availability in dolomitic and magnesium-rich calcareous systems and affects magnesium cycling and pH buffering in alkaline soils and waters.,,,,Class,,mol m^-3,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000058,Equilibrium constant for MgHCO3(-)=Mg(2+)+HCO3(-),Constants for specific chemical reactions,,DPMGH,SoluteParMod.txt,The equilibrium constant for the dissociation of magnesium bicarbonate complex ions to form free magnesium and bicarbonate ions in aqueous solution. This reaction controls magnesium and inorganic carbon speciation in carbonate-buffered waters and is important for modeling magnesium cycling and carbon dioxide solubility in natural water systems and alkaline soils.,,,,Class,,mol m^-3,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000059,Equilibrium constant for MgSO4=Mg(2+)+SO4(2-),Constants for specific chemical reactions,,DPMGS,SoluteParMod.txt,"The equilibrium constant for the dissociation of dissolved magnesium sulfate complexes to form free magnesium and sulfate ions in aqueous solution. This reaction controls magnesium and sulfate availability in sulfate-rich environments and affects magnesium nutrition, soil salinity, and sulfur cycling in terrestrial and aquatic ecosystems.",,,,Class,,mol m^-3,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000060,Equilibrium constant for NaCO3(-)=Na(+)+CO3(2-),Constants for specific chemical reactions,,DPNAC,SoluteParMod.txt,"The equilibrium constant for the dissociation of sodium carbonate complex ions to form free sodium and carbonate ions in aqueous solution. This reaction controls sodium and carbonate availability in alkaline, sodium-rich environments and affects soil salinity, pH buffering, and sodium toxicity in salt-affected terrestrial ecosystems.",,,,Class,,mol m^-3,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000061,Equilibrium constant for NaSO4(-)=Na(+)+SO4(2-),Constants for specific chemical reactions,,DPNAS,SoluteParMod.txt,"The equilibrium constant for the dissociation of sodium sulfate complex ions to form free sodium and sulfate ions in aqueous solution. This reaction controls ion speciation in saline environments and affects soil salinity, sodium adsorption, and salt accumulation in arid and semi-arid terrestrial ecosystems.",,,,Class,,mol m^-3,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000062,Equilibrium constant for KSO4(-)=K(+)+SO4(2-),Constants for specific chemical reactions,,DPKAS,SoluteParMod.txt,"The equilibrium constant for the dissociation of potassium sulfate complex ions to form free potassium and sulfate ions in aqueous solution. This reaction controls potassium and sulfate availability in agricultural soils and affects potassium nutrition, soil fertility, and sulfur cycling in terrestrial ecosystems.",,,,Class,,mol m^-3,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000063,Equilibrium constant for HPO4(2-)=H(+)+PO4(3-),Constants for specific chemical reactions,,DPH1P,SoluteParMod.txt,"The equilibrium constant for the third dissociation step of phosphoric acid, where hydrogen phosphate ions lose a proton to form phosphate ions and hydrogen ions. This reaction controls phosphate speciation at high pH values and is fundamental for modeling phosphorus availability and pH buffering in alkaline soils and waters where phosphate is the dominant phosphorus species.",,,,Class,,mol m^-3,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000064,Equilibrium constant for H2PO4(-)=H(+)+HPO4(2-),Constants for specific chemical reactions,,DPH2P,SoluteParMod.txt,"The equilibrium constant for the second dissociation step of phosphoric acid, where dihydrogen phosphate ions lose a proton to form hydrogen phosphate ions and hydrogen ions. This reaction controls phosphate speciation in the neutral to slightly alkaline pH range and is critical for modeling phosphorus bioavailability and nutrient cycling in most terrestrial and aquatic ecosystems.",,,,Class,,mol m^-3,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000065,Equilibrium constant for H3PO4=H(+)+H2PO4(-),Constants for specific chemical reactions,,DPH3P,SoluteParMod.txt,"The equilibrium constant for the first dissociation step of phosphoric acid, where phosphoric acid molecules lose a proton to form dihydrogen phosphate ions and hydrogen ions. This reaction controls phosphate speciation in acidic conditions and is essential for modeling phosphorus chemistry and availability in acidic soils and waters where this reaction governs initial phosphorus release.",,,,Class,,mol m^-3,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000066,Equilibrium constant for FeHPO4(+)=Fe(3+)+HPO4(2-),Constants for specific chemical reactions,,DPF1P,SoluteParMod.txt,The equilibrium constant for the dissociation of iron(III) hydrogen phosphate complex ions to form free ferric iron and hydrogen phosphate ions in aqueous solution. This reaction controls the interaction between iron and phosphorus in acidic to neutral conditions and is important for modeling phosphorus sequestration by iron minerals and phosphorus availability in iron-rich soils and sediments.,,,,Class,,mol m^-3,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000067,Equilibrium constant for FeH2PO4(2+)=Fe(3+)+H2PO4(-),Constants for specific chemical reactions,,DPF2P,SoluteParMod.txt,"The equilibrium constant for the dissociation of iron(III) dihydrogen phosphate complex ions to form free ferric iron and dihydrogen phosphate ions in aqueous solution. This reaction controls iron-phosphorus interactions in acidic conditions and affects phosphorus binding to iron minerals, phosphorus bioavailability, and iron-phosphate mineral formation in terrestrial and aquatic ecosystems.",,,,Class,,mol m^-3,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000068,Equilibrium constant for CaPO4(-)=Ca(2+)+PO4(3-),Constants for specific chemical reactions,,DPC0P,SoluteParMod.txt,"The equilibrium constant for the dissociation of calcium phosphate complex ions to form free calcium and phosphate ions in aqueous solution. This reaction controls calcium-phosphorus interactions in alkaline conditions and is fundamental for modeling calcium phosphate mineral formation, phosphorus precipitation, and nutrient availability in calcareous soils and alkaline waters.",,,,Class,,mol m^-3,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000069,Equilibrium constant for CaHPO4=Ca(2+)+HPO4(2-),Constants for specific chemical reactions,,DPC1P,SoluteParMod.txt,The equilibrium constant for the dissociation of dissolved calcium hydrogen phosphate complexes to form free calcium and hydrogen phosphate ions in aqueous solution. This reaction controls calcium-phosphorus interactions in neutral to slightly alkaline conditions and is important for modeling phosphorus availability and calcium phosphate mineral stability in terrestrial ecosystems.,,,,Class,,mol m^-3,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000070,Equilibrium constant for CaH2PO4(+)=Ca(2+)+H2PO4(-),Constants for specific chemical reactions,,DPC2P,SoluteParMod.txt,The equilibrium constant for the dissociation of calcium dihydrogen phosphate complex ions to form free calcium and dihydrogen phosphate ions in aqueous solution. This reaction controls calcium-phosphorus interactions in acidic to neutral conditions and is essential for modeling phosphorus release from calcium-based fertilizers and phosphorus availability in agricultural soils.,,,,Class,,mol m^-3,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
